,Unnamed: 0,发布时间,城市,职位名称,公司名称,公司规模,公司类型,薪资,学历要求,技能要求,工作经验要求,评分,score,Cluster,X,Y
1400,1465,2023/2/6,0.042335766423357665,数据科学家,重庆爱永星辰标准医药服务有限公司,0.42857142857142855,0.0,18000,0.0,0.46153846153846156,0.0,6.8,5400.114673137082,0,0.8852979,-0.010128699
1401,1466,2023/5/8,0.5065693430656935,数据清洗,杭州蓝聘网络技术有限公司,0.2857142857142857,0.0,5000,0.5,0.0,1.0,5.3,1500.3185140771639,3,0.7688776,-2.1166372
1402,1467,2023/6/26,0.5065693430656935,证券分析师助理,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,7000,0.5,0.07692307692307693,1.0,6.0,2100.3904920991413,3,0.4786403,-1.9876238
1403,1468,2023/3/25,0.22627737226277372,募投分析师,深圳汉鼎智库咨询服务有限公司,0.2857142857142857,0.0,3500,0.0,0.0,1.0,5.5,1050.2654848800835,3,0.6168213,-0.81456167
1404,1469,2023/8/17,0.34306569343065696,大数据研究员（民生方向，项目奖金）,成都松祥科技有限公司,0.2857142857142857,0.0,15000,0.0,0.38461538461538464,0.4,5.9,4500.1956252506625,0,0.8279301,-0.070066355
1405,1470,2023/7/29,0.23503649635036497,证券分析师,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,20000,0.25,0.15384615384615385,0.2,6.65,6000.198531122162,0,0.30140808,-0.090184115
1406,1471,2023/3/7,0.34306569343065696,【杭州营业部】螺纹钢分析师,一德期货有限公司,0.5714285714285714,0.5,5000,0.25,0.07692307692307693,1.0,6.05,1500.3902131627494,2,-0.8672168,-0.81967527
1407,1472,2023/8/16,0.34306569343065696,大数据研究员（民生方向，项目奖金）,成都松祥科技有限公司,0.2857142857142857,0.0,15000,0.0,0.38461538461538464,0.4,5.9,4500.1956252506625,0,0.8279301,-0.070066355
1408,1473,2023/3/24,0.5065693430656935,证券分析师,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,14500,0.5,0.38461538461538464,0.4,6.4,4350.3012613299115,0,0.40300062,-0.2471354
1409,1474,2023/8/6,0.34306569343065696,【杭州营业部】铁矿石分析师,一德期货有限公司,0.5714285714285714,0.5,5000,0.25,0.0,1.0,6.05,1500.3825208550572,2,-0.90720713,-0.81152064
1410,1475,2023/8/23,0.34306569343065696,数据专员,江西兴峰洋信息科技有限公司,0.2857142857142857,0.0,4650,0.25,0.46153846153846156,1.0,5.4,1395.3358175583542,3,0.9777533,-0.9613281
1411,1476,2023/6/20,0.5065693430656935,证券分析师助理,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,4550,0.5,0.15384615384615385,0.4,6.4,1365.278184406834,0,0.30748352,-0.3126509
1412,1477,2023/4/17,0.22627737226277372,金融分析师/编辑/14薪,西安欢派信息咨询有限公司,0.7142857142857143,0.0,5150,0.25,0.07692307692307693,1.0,6.0,1545.3499629020614,3,0.3486927,-0.88682395
1413,1478,2023/7/19,0.5065693430656935,商业分析师,南方新华,0.42857142857142855,0.0,30000,0.25,0.0,0.2,6.45,9000.167442648595,0,0.47367176,0.253965
1414,1479,2023/5/12,0.5065693430656935,证券分析师,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,17500,0.25,0.23076923076923078,0.2,6.65,5250.2333767145265,0,0.257598,0.3450764
1415,1480,2023/4/11,0.16058394160583941,经营分析岗,江西星函企业管理有限公司,0.2857142857142857,0.0,4050,0.25,0.15384615384615385,1.0,5.5,1215.2868001524025,3,0.7338426,-0.95222694
1416,1482,2023/8/16,0.22627737226277372,总控运维分析专家,浙江全安信息科技有限公司,0.2857142857142857,0.0,4800,0.25,0.07692307692307693,1.0,5.4,1440.2856771877757,3,0.675104,-0.9648619
1417,1483,2023/6/16,0.23503649635036497,业务分析专员,史陶比尔（杭州）精密机械电子有限公司,0.7142857142857143,0.75,4600,0.25,0.0,0.4,6.7,1380.298146506778,2,-1.1403278,-0.42952344
1418,1484,2023/2/17,0.34306569343065696,商品分析员,曼卡龙珠宝股份有限公司,0.7142857142857143,1.0,4650,0.5,0.23076923076923078,0.4,6.7,1395.3695263495626,2,-2.3589966,-0.3389862
1419,1486,2023/5/27,0.34306569343065696,BI分析工程师,杭州天十道景装饰设计有限公司,0.2857142857142857,0.0,12500,0.5,0.0,1.0,5.3,3750.3021637122,3,0.7871046,-2.2646203
1420,1488,2023/6/2,0.5065693430656935,外包网易-低代码教练 (J141)-接受无经验,华付云技术(深圳)有限公司,0.7142857142857143,0.0,7000,0.5,0.07692307692307693,1.0,5.9,2100.3904920991413,3,0.4786403,-1.9876238
1421,1489,2023/2/14,0.34306569343065696,经营成本分析岗,中天控股集团有限公司,1.0,0.0,16500,0.25,0.0,0.2,7.05,4950.236806569343,0,0.23257789,-0.129706
1422,1491,2023/3/11,0.13576642335766423,基差经理,浙江青云实业有限公司,0.14285714285714285,0.0,7000,0.25,0.38461538461538464,0.6,5.45,2100.205966752226,0,0.8691639,-0.4945577
1423,1492,2023/5/24,0.34306569343065696,统计分析,杭州天十道景装饰设计有限公司,0.2857142857142857,0.0,4200,0.75,0.0,1.0,5.25,1260.3146637122002,3,0.9474243,-3.7995396
1424,1493,2023/3/10,0.34306569343065696,商品专员（杭州）,探路者控股集团股份有限公司,0.8571428571428571,1.0,8500,0.5,0.23076923076923078,0.4,7.0,2550.3909549209916,2,-2.330556,-0.3670756
1425,1494,2023/6/26,0.5065693430656935,SFE专员 (MJ000996),诺辉健康,0.7142857142857143,0.25,12500,0.25,0.0,0.2,6.7,3750.235299791449,2,-0.80165946,0.37482062
1426,1495,2023/8/15,0.34306569343065696,行业研究员,杭州中大君悦投资有限公司,0.2857142857142857,0.5,15000,0.0,0.3076923076923077,1.0,5.7,4500.3579329429695,3,0.8272592,-0.9180077
1427,1496,2023/5/10,0.34306569343065696,商品专员,浙江爱斯基摩人科技有限公司,0.5714285714285714,0.0,7000,0.5,0.07692307692307693,0.4,6.15,2100.23271316275,0,0.41448292,-0.3185043
1428,1497,2023/4/17,0.34306569343065696,商品期货研究员,杭州中柏资产管理有限公司,0.14285714285714285,0.0,15000,0.25,0.07692307692307693,1.0,5.25,4500.275927448463,3,0.7217072,-1.1334516
1429,1498,2023/8/3,0.23503649635036497,报表开发工程师,杭州湘云信息技术有限公司,0.2857142857142857,0.0,3000,0.5,0.38461538461538464,0.4,5.7,900.2098223309537,0,0.8675791,-0.32320246
1430,1499,2023/5/13,0.23503649635036497,财经讲师,杭州凝策文化传媒有限公司,0.14285714285714285,0.0,22500,0.5,0.23076923076923078,0.4,5.0,6750.1730091441395,0,0.72924125,-0.13895997
1431,1500,2023/4/24,0.34306569343065696,市场创新岗,浙江股权服务集团有限公司,0.42857142857142855,0.5,12500,0.25,0.0,1.0,5.9,3750.3610922836288,3,0.5583224,-0.87145454
1432,1501,2023/7/10,0.34306569343065696,财险浙江-业务管理部-经营分析岗,太平财产保险有限公司浙江分公司,0.7142857142857143,0.5,7000,0.25,0.46153846153846156,0.4,6.6,2100.3301032726395,2,-0.5637913,-0.40464225
1433,1502,2023/3/16,0.22627737226277372,业务管理岗,杭州绿城财富管理有限公司,0.42857142857142855,0.0,3600,0.25,0.0,0.4,6.1,1080.179413451512,0,0.5070275,-0.40929195
1434,1503,2023/5/25,0.13576642335766423,经营分析专家,杭州科百特过滤器材有限公司,0.8571428571428571,0.25,22500,0.25,0.15384615384615385,0.2,6.95,6750.235032686291,2,-0.78056574,-0.1077021
1435,1504,2023/8/17,0.5065693430656935,业务管理专员ZN2327,华数传媒,1.0,0.5,4500,0.25,0.0,0.4,7.05,1350.3431569343065,2,-0.9391923,-0.41459167
1436,1505,2023/2/4,0.34306569343065696,杭州-BI开发(帆软报表开发,中科软科技股份有限公司,0.8571428571428571,0.0,12500,0.25,0.23076923076923078,0.2,7.0,3750.2384549209914,0,0.13087246,-0.17917186
1437,1506,2023/2/23,0.34306569343065696,行业研究员,南华期货股份有限公司,0.7142857142857143,0.0,3600,0.0,0.38461538461538464,1.0,6.1,1080.3799109649474,3,0.39318255,-0.88109356
1438,1507,2023/4/15,0.34306569343065696,运营管理员,杭州中美华东制药有限公司,1.0,1.0,5000,0.25,0.15384615384615385,1.0,6.85,1500.5121911847277,2,-2.2160215,-0.81237966
1439,1508,2023/3/2,0.34306569343065696,助理研究员,杭州弈宸私募基金管理有限公司,0.2857142857142857,0.0,4100,0.25,0.3076923076923077,0.6,5.6,1230.2404329429694,0,0.8234395,-0.5279408
1440,1509,2023/7/10,0.34306569343065696,商品专员,杭州泰潼商贸有限公司,0.8571428571428571,0.0,6500,0.5,0.23076923076923078,1.0,6.2,1950.4109549209913,3,0.30375835,-2.1688983
1441,1510,2023/5/6,0.16058394160583941,SFE-BP（杭州）,仙琚制药,0.8571428571428571,1.0,18000,0.25,0.0,0.4,7.1,5400.337129822732,2,-1.8209239,-0.19171044
1442,1511,2023/8/10,0.5065693430656935,售后分析（股票无销售性质）,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,3000,0.5,0.15384615384615385,1.0,6.0,900.398184406834,3,0.45162603,-1.9906615
1443,1512,2023/6/8,0.34306569343065696,商品AD(A152201),杭州泰潼商贸有限公司,0.8571428571428571,0.0,7000,0.5,0.07692307692307693,0.4,6.6,2100.275570305607,0,0.20962128,-0.31366435
1444,1513,2023/8/26,0.23503649635036497,商品专员,西纳维思(杭州)服装服饰有限公司,0.8571428571428571,0.0,7000,0.5,0.15384615384615385,0.4,6.6,2100.272459693591,0,0.16771156,-0.32670292
1445,1514,2023/2/18,0.34306569343065696,浙江分公司-投资顾问,申港证券股份有限公司,0.7142857142857143,0.25,12500,0.25,0.3076923076923077,0.4,6.5,3750.289718657255,2,-0.5972148,-0.23637292
1446,1515,2023/2/1,0.5065693430656935,投资顾问,杭州高能投资咨询有限公司,0.7142857142857143,0.0,30000,0.25,0.5384615384615384,0.2,6.85,9000.264145945297,0,0.89350045,0.2598029
1447,1516,2023/5/9,0.23503649635036497,证券分析,华西证券股份有限公司杭州学院路证券营业部,0.7142857142857143,0.0,4750,0.25,0.15384615384615385,1.0,6.1,1425.3585311221627,3,0.3236386,-0.8839775
1448,1517,2023/8/27,0.34306569343065696,报表开发工程师,上海吉信科光电信息技术有限公司,0.0,0.0,15000,0.25,0.3076923076923077,0.4,4.75,4500.157575800112,0,0.80023396,-0.17928395
1449,1518,2023/5/5,0.23503649635036497,证券研究员,浙江东海潮实业集团有限公司,0.2857142857142857,0.0,15000,0.25,0.3076923076923077,0.2,6.1,4500.149630023261,0,0.7820209,-0.12822214
1450,1519,2023/7/8,0.2291970802919708,期现策略研究员（黑色金属）,杭州宇旸供应链管理有限公司,0.2857142857142857,0.0,12500,0.25,0.5384615384615384,0.4,5.8,3750.2121230047323,0,0.9601766,-0.18464777
1451,1520,2023/6/15,0.5065693430656935,报表开发（帆软+滨江区+线上面试）,博彦科技,1.0,1.0,14000,0.25,0.46153846153846156,0.2,7.45,4200.399310780461,2,-2.8017797,0.3627392
1452,1521,2023/8/25,0.2291970802919708,行业解决方案专家,杭州戌月科技服务有限公司,0.2857142857142857,0.0,14500,0.25,0.46153846153846156,0.4,5.2,4350.20443069704,0,0.9006907,-0.1640093
1453,1522,2023/6/28,0.22627737226277372,金融工程师,杭州时代银通软件股份有限公司,0.7142857142857143,0.0,12500,0.0,0.23076923076923078,0.4,6.5,3750.232847517446,0,0.27439478,-0.22249326
1454,1523,2023/2/28,0.34306569343065696,运营开发专员,杭州艾参崴电力科技有限公司,0.42857142857142855,0.0,6000,0.5,0.07692307692307693,0.6,5.8,1800.2512845913209,0,0.53687,-0.52115744
1455,1524,2023/4/25,0.34306569343065696,商圈经理,驰骋控股集团股份有限公司,0.7142857142857143,0.0,3600,0.5,0.0,0.2,6.5,1080.206449426486,0,0.3670163,-0.31521717
1456,1525,2023/3/20,0.23503649635036497,商品主管,杭州勤雅品牌管理有限公司,0.42857142857142855,0.0,12500,0.5,0.07692307692307693,0.2,6.2,3750.160481671613,0,0.5089836,-0.21706113
1457,1526,2023/4/29,0.16058394160583941,运作经理,香飘飘食品股份有限公司,0.8571428571428571,0.0,12500,0.5,0.0,0.2,6.8,3750.209629822732,0,0.26365897,-0.23278841
1458,1527,2023/7/30,0.34306569343065696,证券研究员,浙江益祥资产管理有限公司,0.2857142857142857,0.0,4750,0.0,0.15384615384615385,1.0,5.5,1425.2925483275849,3,0.71408534,-0.85061985
1459,1528,2023/8/30,0.072992700729927,商品主管/专员(劲霸男装),杭州美弘贸易有限公司,0.42857142857142855,0.0,4500,0.5,0.38461538461538464,0.4,6.0,1350.21504652282,0,0.87369406,-0.30120048
1460,1529,2023/8/29,0.22627737226277372,签约型投顾,中邮证券,0.7142857142857143,0.5,3000,0.25,0.3076923076923077,1.0,6.2,900.4230398251384,2,-0.67526543,-0.805239
1461,1530,2023/2/16,0.5065693430656935,证券研究员,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,20000,0.25,0.5384615384615384,0.4,6.45,6000.304145945296,0,0.9335953,-0.12795836
1462,1531,2023/8/11,0.23503649635036497,证券分析,杭州潮霖品牌管理有限公司,0.2857142857142857,0.0,22500,1.0,0.46153846153846156,1.0,5.35,6750.362514638647,1,1.3691578,-4.8813663
1463,1532,2023/6/15,0.34306569343065696,研究岗（总行董办）(J12191),浙江泰隆商业银行,1.0,0.0,30000,0.0,0.0,0.2,7.4,9000.224306569344,0,0.25481477,0.024569519
1464,1533,2023/5/8,0.5065693430656935,股票讲师,海顺证券投资咨询有限公司浙江分公司,0.42857142857142855,0.0,22500,0.5,0.38461538461538464,1.0,5.65,6750.378404187054,3,1.0054139,-1.9887856
1465,1534,2023/2/7,0.23503649635036497,量化研究员,宏源期货有限公司,0.5714285714285714,0.5,12500,0.25,0.0,0.4,6.45,3750.2517179353495,2,-0.95306623,-0.23403093
1466,1535,2023/4/8,0.23503649635036497,私募基金经理,深圳市国升投资有限公司,0.2857142857142857,0.0,30000,0.25,0.46153846153846156,0.2,6.25,9000.165014638646,0,0.894456,1.6465783e-06
1467,1536,2023/4/19,0.34306569343065696,SFE经理,浙江厚方医药有限公司,0.42857142857142855,0.0,22500,0.25,0.0,0.2,6.55,6750.151092283629,0,0.4948708,-0.0723004
1468,1537,2023/7/27,0.5065693430656935,投资顾问（大客户服务）,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,17000,0.25,0.46153846153846156,0.4,6.5,5100.296453637604,0,0.758729,-0.1590713
1469,1538,2023/6/5,0.5065693430656935,业务总监,国泰君安证券股份有限公司浙江分公司,0.7142857142857143,0.5,15000,0.25,0.15384615384615385,0.0,7.2,4500.2356844068345,2,-0.87096643,0.3439474
1470,1539,2023/5/1,0.16058394160583941,证券投资顾问（互联网平台直播引流型）,银泰证券,0.8571428571428571,0.0,15000,0.25,0.5384615384615384,0.4,6.7,4500.290975976578,0,-0.16988179,-0.17533287
1471,1540,2023/6/23,0.34306569343065696,股指期货研发岗,南华期货股份有限公司,0.7142857142857143,0.0,3500,0.0,0.0,1.0,6.1,1050.341449426486,3,0.30370107,-0.8593126
1472,1541,2023/2/10,0.34306569343065696,高级投资顾问,德邦证券,0.8571428571428571,0.0,12500,0.25,0.0,0.2,7.0,3750.2153779979144,0,0.26903132,-0.17314184
1473,1542,2023/3/8,0.2291970802919708,目标专员,快准车服,0.7142857142857143,0.0,3500,0.25,0.07692307692307693,0.2,6.6,1050.1902548728642,0,0.3253527,-0.25810042
1474,1543,2023/7/21,0.13576642335766423,资深能化研究员（研究所）,信达期货有限公司,0.42857142857142855,0.5,15000,0.0,0.23076923076923078,0.2,6.6,4500.190939279698,0,0.7088902,-0.07543405
1475,1544,2023/6/20,0.13576642335766423,金融工程/风险管理/衍生品类研究助理,杭州维引资产管理有限公司,0.14285714285714285,0.0,150000,0.0,0.46153846153846156,0.8,5.15,45000.24115905992,4,-5.8296237,-14.700574
1476,1545,2023/3/2,0.22627737226277372,产业研究员,浙商期货有限公司,0.7142857142857143,0.5,4200,0.25,0.0,1.0,6.2,1260.3922705943692,2,-0.9542881,-0.7900718
1477,1546,2023/7/31,0.2291970802919708,股票讲师,浙江同花顺云软件有限公司,0.8571428571428571,1.0,17500,0.25,0.23076923076923078,0.2,7.25,5250.327068059677,2,-2.3240833,-0.17416301
1478,1547,2023/7/3,0.5065693430656935,投顾助理,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,3500,0.5,0.23076923076923078,1.0,6.0,1050.4058767145264,3,0.42020938,-1.9691187
1479,1548,2023/7/7,0.34306569343065696,研究员,浙江省金融研究院,0.2857142857142857,0.0,18000,0.0,0.3076923076923077,0.2,6.0,5400.147932942969,0,0.7716297,-0.046759836
1480,1549,2023/8/6,0.5065693430656935,财富顾问,国元证券股份有限公司,0.8571428571428571,1.0,5000,0.25,0.3076923076923077,0.4,7.1,1500.402497593647,2,-2.4770641,-0.41519386
1481,1550,2023/8/16,0.22627737226277372,农产品研究员,浙商期货有限公司,0.7142857142857143,0.5,4750,0.0,0.0,1.0,6.3,1425.3797705943691,2,-0.9217744,-0.86688715
1482,1551,2023/7/2,0.13576642335766423,期货研究员,杭州新传实业有限公司,0.2857142857142857,0.25,12500,0.0,0.3076923076923077,1.0,5.6,3750.312203015962,3,0.8226963,-0.8378375
1483,1552,2023/6/28,0.23503649635036497,期权策略研究员,杭州睿银投资管理有限公司,0.2857142857142857,0.0,16500,0.25,0.23076923076923078,0.4,5.8,4950.181937715569,0,0.722327,-0.14518031
1484,1553,2023/6/27,0.22627737226277372,商品期货研究员,宝城期货有限责任公司,0.42857142857142855,0.5,4750,0.0,0.23076923076923078,1.0,6.0,1425.3599903745887,3,0.7612877,-0.8319178
1485,1554,2023/2/1,0.34306569343065696,投资顾问,财信证券股份有限公司,0.8571428571428571,0.5,18000,0.25,0.46153846153846156,0.4,6.9,5400.351531844069,2,-0.5445752,-0.17432365
1486,1555,2023/4/7,0.13576642335766423,创新业务助理岗,上海黔泰股权投资基金管理有限公司,0.42857142857142855,0.0,15000,0.25,0.46153846153846156,0.2,6.3,4500.176516202775,0,0.90063775,-0.13447139
1487,1556,2023/3/19,0.5065693430656935,投顾讲师,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,20000,0.25,0.5384615384615384,0.2,6.65,6000.264145945296,0,0.8936485,0.33575106
1488,1557,2023/6/15,0.014598540145985401,A股波段操盘手（可异地线上）,广西极犇私募基金有限公司,0.2857142857142857,0.0,22500,0.25,0.46153846153846156,0.4,5.75,6750.182970843026,0,0.89008844,-0.09764942
1489,1558,2023/2/13,0.34306569343065696,期货研究员,南华期货股份有限公司,0.7142857142857143,0.0,4600,0.0,0.15384615384615385,1.0,6.1,1380.3568340418706,3,0.31783524,-0.8743039
1490,1559,2023/2/20,0.34306569343065696,产业研究员,宁波沁越投资有限公司,0.2857142857142857,0.0,12500,0.25,0.23076923076923078,1.0,5.4,3750.312740635277,3,0.80684006,-1.0692102
1491,1560,2023/6/24,0.34306569343065696,商品期货研究员/商品期货交易员-实习岗,杭州中柏资产管理有限公司,0.14285714285714285,0.0,5250,0.25,0.07692307692307693,0.8,5.05,1575.2359274484638,0,0.66961825,-0.64500743
1492,1561,2023/5/11,0.16058394160583941,商品专员,象山新枝家商贸有限公司,0.42857142857142855,0.0,3500,0.75,0.07692307692307693,0.4,5.95,1050.2055364161383,3,0.91463935,-3.7263775
1493,1562,2023/3/23,0.34306569343065696,研究员,大地期货有限公司,0.5714285714285714,0.5,4800,0.25,0.15384615384615385,0.4,6.45,1440.2779054704417,2,-0.8358966,-0.46170697
1494,1564,2023/2/21,0.13576642335766423,金融研究员,武汉虎山行传媒科技有限公司,0.14285714285714285,0.0,6000,0.25,0.15384615384615385,1.0,5.25,1800.262889829149,3,0.745628,-1.0084244
1495,1565,2023/3/7,0.34306569343065696,投资顾问,联储证券有限责任公司北京,0.8571428571428571,0.5,15000,0.25,0.5384615384615384,0.2,7.1,4500.319224151761,0,-0.4584898,-0.17104116
1496,1566,2023/5/11,0.23503649635036497,期货研究员,杭州凯昇投资管理有限公司,0.2857142857142857,0.0,12500,0.25,0.15384615384615385,0.2,6.0,3750.1342454078763,0,0.6629946,-0.15688398
1497,1567,2023/8/5,0.13576642335766423,资深黑色研究员（研究所）,信达期货有限公司,0.42857142857142855,0.5,15000,0.0,0.23076923076923078,0.2,6.6,4500.190939279698,0,0.7088902,-0.07543405
1498,1568,2023/3/29,0.22627737226277372,竞争情报协调员 Competitive Intelligence Coordinator,液化空气(杭州)有限公司,0.7142857142857143,0.75,5000,0.25,0.0,0.2,6.9,1500.2572705943692,2,-1.1390507,-0.28679892
1499,1569,2023/4/7,0.23503649635036497,投顾老师-服务方向,杭州高能投资咨询有限公司,0.7142857142857143,0.0,4800,0.25,0.5384615384615384,0.0,7.0,1440.1969926606241,0,0.9053341,-0.1992369
1500,1570,2023/6/6,0.5065693430656935,证券研究员,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,16500,0.25,0.46153846153846156,0.2,6.7,4950.256453637604,0,0.7153177,0.3610761
1501,1571,2023/8/14,0.22627737226277372,电力市场量化交易算法工程师,泰一能源管理(杭州)有限公司,0.42857142857142855,0.0,22500,0.0,0.5384615384615384,0.4,6.05,6750.220759605359,0,0.9431447,-0.001286827
1502,1572,2023/7/13,0.13576642335766423,金融量化研究员（研究所）,信达期货有限公司,0.42857142857142855,0.5,4800,0.0,0.15384615384615385,0.4,6.4,1440.2232469720059,0,0.7389213,-0.44251117
1503,1573,2023/5/10,0.13576642335766423,方正证券萧山营业部-投资顾问岗,方正证券股份有限公司,0.8571428571428571,0.0,17500,0.25,0.5384615384615384,0.4,6.75,5250.288494224753,0,-0.16591415,-0.16392192
1504,1574,2023/3/16,0.23503649635036497,博士生,梅花生物科技集团股份有限公司,1.0,0.0,25000,1.0,0.38461538461538464,1.0,6.8,7500.461965188097,1,0.44781694,-5.9877462
1505,1575,2023/8/10,0.23503649635036497,期权研究员,南华期货股份有限公司,0.7142857142857143,0.0,3500,0.0,0.0,1.0,6.1,1050.330646506778,3,0.3021125,-0.8365305
1506,1576,2023/3/25,0.34306569343065696,黑色金属研究员,中航国际矿产资源有限公司,0.2857142857142857,0.5,20000,0.25,0.15384615384615385,0.2,6.15,6000.195048327585,0,0.6582627,-0.10303416
1507,1577,2023/6/14,0.5065693430656935,投资顾问（大客户服务）,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,12500,0.25,0.46153846153846156,0.4,6.5,3750.2964536376026,0,0.7553328,-0.20514262
1508,1578,2023/8/20,0.34306569343065696,衍生品业务经理,永安期货,0.8571428571428571,0.5,4750,0.25,0.5384615384615384,0.4,6.9,1425.3592241517604,0,-0.45637694,-0.4679626
1509,1579,2023/5/19,0.34306569343065696,橡胶产业研究员,宁波沁越投资有限公司,0.2857142857142857,0.0,4650,0.25,0.07692307692307693,0.4,5.8,1395.1773560198924,0,0.62673104,-0.41911998
1510,1580,2023/3/1,0.2291970802919708,股票讲师,浙江同花顺云软件有限公司,0.8571428571428571,1.0,16000,0.25,0.46153846153846156,0.2,7.3,4800.3501449827545,2,-2.8697057,-0.19487277
1511,1581,2023/7/2,0.34306569343065696,双焦研究员,厦门建发物资有限公司,0.42857142857142855,0.5,23000,0.25,0.0,0.2,6.45,6900.201092283629,0,0.50118077,-0.07812502
1512,1582,2023/8/23,0.23503649635036497,投资顾问,华西证券股份有限公司杭州学院路证券营业部,0.7142857142857143,0.0,4750,0.25,0.07692307692307693,0.4,6.5,1425.2308388144702,0,0.3365784,-0.41196963
1513,1583,2023/8/9,0.34306569343065696,外汇衍生品管理岗(J12061),浙江泰隆商业银行,1.0,0.0,27500,0.25,0.07692307692307693,0.2,7.4,8250.244498877037,0,0.19188222,-0.021788768
1514,1584,2023/2/21,0.5065693430656935,投资顾问,杭州顶点财经网络传媒有限公司,0.7142857142857143,0.0,22500,0.25,0.07692307692307693,0.4,6.45,6750.257992099142,0,0.33924755,-0.13202643
1515,1585,2023/6/29,0.23503649635036497,投资顾问,国元证券股份有限公司浙江分公司,0.7142857142857143,0.0,12500,0.25,0.46153846153846156,0.2,6.7,3750.229300352931,0,0.7446662,-0.150951
1516,1586,2023/6/10,0.22627737226277372,原油研究员,浙商期货有限公司,0.7142857142857143,0.5,4750,0.0,0.0,1.0,6.3,1425.3797705943691,2,-0.9217744,-0.86688715
1517,1587,2023/8/28,0.23503649635036497,财富经理（杭州辖区）(J10568),光大证券,0.8571428571428571,1.0,5000,0.25,0.07692307692307693,0.8,6.5,1500.4322673858987,2,-2.0807886,-0.6396902
1518,1588,2023/6/8,0.16058394160583941,黑色期现经理（钢材、双焦）,浙商中拓,0.8571428571428571,0.5,12500,0.0,0.23076923076923078,0.2,7.2,3750.257706745809,2,-0.73599815,-0.14610514
1519,1589,2023/5/27,0.23503649635036497,投资顾问,东莞证券股份有限公司浙江分公司,0.8571428571428571,0.5,12500,0.25,0.23076923076923078,0.4,6.9,3750.3176520012835,2,-0.77497137,-0.22653839
1520,1590,2023/5/27,0.22627737226277372,化工商品研究员,浙商期货有限公司,0.7142857142857143,0.5,4750,0.0,0.0,1.0,6.3,1425.3797705943691,2,-0.9217744,-0.86688715
1521,1591,2023/6/4,0.23503649635036497,宏观经济研究员,杭州凯昇投资管理有限公司,0.2857142857142857,0.0,15000,0.25,0.07692307692307693,0.2,6.0,4500.1265531001845,0,0.604784,-0.13058773
1522,1592,2023/2/18,0.13576642335766423,生猪研究员（研究所）,信达期货有限公司,0.42857142857142855,0.5,5300,0.0,0.3076923076923077,0.4,6.4,1590.2386315873905,0,0.7855065,-0.43490323
1523,1593,2023/6/17,0.34306569343065696,BI实施顾问,华峰集团,1.0,0.0,20000,0.25,0.3076923076923077,0.0,7.4,6000.2275758001115,0,0.08562735,0.18014354
1524,1594,2023/8/27,0.22627737226277372,电力市场量化交易算法工程师,泰一能源管理(杭州)有限公司,0.42857142857142855,0.0,22500,0.0,0.5384615384615384,0.4,6.05,6750.220759605359,0,0.9431447,-0.001286827
1525,1595,2023/4/10,0.34306569343065696,宏观外汇研究员,南华期货股份有限公司,0.7142857142857143,0.0,3500,0.0,0.15384615384615385,0.2,6.7,1050.1968340418705,0,0.29521158,-0.25680333
1526,1596,2023/4/7,0.23503649635036497,市场总监,国盛证券有限责任公司杭州金城路证券营业部,0.7142857142857143,0.5,20000,1.0,0.0,1.0,6.15,6000.430646506778,1,0.39175352,-6.1395016
1527,1597,2023/4/24,0.22627737226277372,证券投资顾问,长江证券股份有限公司杭州教工路证券营业部,0.0,0.0,3600,0.25,0.3076923076923077,1.0,4.35,1080.2658969679956,3,0.87171423,-1.0086368
1528,1598,2023/4/12,0.34306569343065696,期货研究实习生,南华期货股份有限公司,0.7142857142857143,0.0,75000,0.25,0.0,0.8,5.8,22500.313949426483,1,-1.9866995,-5.5386267
1529,1599,2023/8/24,0.23503649635036497,实习管培生,华西证券股份有限公司杭州学院路证券营业部,0.7142857142857143,0.0,5250,0.25,0.0,0.8,5.9,1575.3031465067781,0,0.3326042,-0.64368397
1530,1600,2023/4/10,0.13576642335766423,实习生（研究所）,信达期货有限公司,0.42857142857142855,0.5,75000,0.25,0.3076923076923077,0.8,5.7,22500.33113158739,1,-1.4853834,-5.859438
1531,1601,2023/6/19,0.16058394160583941,能化期现业务经理（纯碱、沥青）,浙商中拓,0.8571428571428571,0.5,12500,0.25,0.23076923076923078,0.2,7.1,3750.270206745809,2,-0.7716545,-0.20159611
1532,1602,2023/8/26,0.22627737226277372,python工程师,科锐尔人力资源服务(苏州)有限公司,0.8571428571428571,1.0,13000,0.25,0.38461538461538464,0.4,7.1,3900.3821607042587,2,-2.7170808,-0.2523863
